"","county","state","fips","forest.area","land.water","pct.forest","year"
"429","Dawson","Georgia",13085,"105,866","136,988",77.28,2017
"430","Decatur","Georgia",13087,"205,039","398,803",51.41,2017
"431","DeKalb","Georgia",13089,"44,371","173,429",25.58,2017
"432","Dodge","Georgia",13091,"242,616","322,002",75.35,2017
"433","Dooly","Georgia",13093,"90,797","254,254",35.71,2017
"434","Dougherty","Georgia",13095,"136,314","214,149",63.65,2017
"435","Douglas","Georgia",13097,"83,940","128,554",65.3,2017
"436","Early","Georgia",13099,"183,985","330,479",55.67,2017
"437","Echols","Georgia",13101,"244,597","269,300",90.83,2017
"438","Effingham","Georgia",13103,"231,866","308,982",75.04,2017
"439","Elbert","Georgia",13105,"143,287","239,639",59.79,2017
"440","Emanuel","Georgia",13107,"320,307","441,828",72.5,2017
"441","Evans","Georgia",13109,"89,308","119,622",74.66,2017
"442","Fannin","Georgia",13111,"209,122","250,953",83.33,2017
"443","Fayette","Georgia",13113,"35,777","127,560",28.05,2017
"444","Floyd","Georgia",13115,"197,535","331,807",59.53,2017
"445","Forsyth","Georgia",13117,"60,503","158,295",38.22,2017
"446","Franklin","Georgia",13119,"73,761","170,412",43.28,2017
"447","Fulton","Georgia",13121,"115,403","342,010",33.74,2017
"448","Gilmer","Georgia",13123,"245,858","275,923",89.1,2017
"449","Glascock","Georgia",13125,"79,821","92,422",86.37,2017
"450","Glynn","Georgia",13127,"138,144","283,894",48.66,2017
"451","Gordon","Georgia",13129,"113,096","229,181",49.35,2017
"452","Grady","Georgia",13131,"159,115","294,559",54.02,2017
"453","Greene","Georgia",13133,"189,468","260,007",72.87,2017
"454","Gwinnett","Georgia",13135,"79,146","279,523",28.31,2017
"455","Habersham","Georgia",13137,"116,465","178,625",65.2,2017
"456","Hall","Georgia",13139,"102,439","274,718",37.29,2017
"457","Hancock","Georgia",13141,"274,205","306,342",89.51,2017
"458","Haralson","Georgia",13143,"119,292","181,252",65.82,2017
"459","Harris","Georgia",13145,"234,854","302,562",77.62,2017
"460","Hart","Georgia",13147,"56,489","164,150",34.41,2017
"461","Heard","Georgia",13149,"113,491","192,648",58.91,2017
"462","Henry","Georgia",13151,"92,580","208,909",44.32,2017
"463","Houston","Georgia",13153,"123,316","243,365",50.67,2017
"464","Irwin","Georgia",13155,"109,756","232,185",47.27,2017
"465","Jackson","Georgia",13157,"110,096","219,542",50.15,2017
"466","Jasper","Georgia",13159,"187,766","239,095",78.53,2017
"467","Jeff Davis","Georgia",13161,"140,061","214,675",65.24,2017
"468","Jefferson","Georgia",13163,"225,297","338,974",66.46,2017
"469","Jenkins","Georgia",13165,"150,956","225,520",66.94,2017
"470","Johnson","Georgia",13167,"160,004","196,151",81.57,2017
"471","Jones","Georgia",13169,"202,012","253,155",79.8,2017
"472","Lamar","Georgia",13171,"99,398","119,026",83.51,2017
"473","Lanier","Georgia",13173,"96,340","127,812",75.38,2017
"474","Laurens","Georgia",13175,"364,494","523,687",69.6,2017
"475","Lee","Georgia",13177,"147,160","231,639",63.53,2017
"476","Liberty","Georgia",13179,"224,554","343,360",65.4,2017
"477","Lincoln","Georgia",13181,"114,269","164,678",69.39,2017
"478","Long","Georgia",13183,"234,602","258,205",90.86,2017
"479","Lowndes","Georgia",13185,"202,264","326,817",61.89,2017
"480","Lumpkin","Georgia",13187,"147,323","182,220",80.85,2017
"481","McDuffie","Georgia",13189,"114,142","170,435",66.97,2017
"482","McIntosh","Georgia",13191,"163,822","291,142",56.27,2017
"483","Macon","Georgia",13193,"142,569","259,778",54.88,2017
"484","Madison","Georgia",13195,"88,302","182,757",48.32,2017
"485","Marion","Georgia",13197,"175,995","235,186",74.83,2017
"486","Meriwether","Georgia",13199,"266,216","323,373",82.32,2017
"487","Miller","Georgia",13201,"80,566","181,560",44.37,2017
"488","Mitchell","Georgia",13205,"133,901","328,840",40.72,2017
"489","Monroe","Georgia",13207,"182,187","254,463",71.6,2017
"490","Montgomery","Georgia",13209,"138,469","156,766",88.33,2017
"491","Morgan","Georgia",13211,"160,997","226,866",70.97,2017
"492","Murray","Georgia",13213,"143,048","221,901",64.46,2017
"493","Muscogee","Georgia",13215,"68,295","141,462",48.28,2017
"494","Newton","Georgia",13217,"73,245","178,627",41,2017
"495","Oconee","Georgia",13219,"68,134","119,218",57.15,2017
"496","Oglethorpe","Georgia",13221,"238,206","283,012",84.17,2017
"497","Paulding","Georgia",13223,"114,441","201,292",56.85,2017
"498","Peach","Georgia",13225,"35,642","96,865",36.8,2017
"499","Pickens","Georgia",13227,"110,929","148,975",74.46,2017
"500","Pierce","Georgia",13229,"106,370","219,748",48.41,2017
"501","Pike","Georgia",13231,"95,407","140,320",67.99,2017
"502","Polk","Georgia",13233,"132,960","199,764",66.56,2017
"503","Pulaski","Georgia",13235,"82,563","160,748",51.36,2017
"504","Putnam","Georgia",13237,"147,298","230,839",63.81,2017
"505","Quitman","Georgia",13239,"91,135","102,808",88.65,2017
"506","Rabun","Georgia",13241,"210,179","241,197",87.14,2017
"507","Randolph","Georgia",13243,"189,257","275,736",68.64,2017
"508","Richmond","Georgia",13245,"129,141","210,216",61.43,2017
"509","Rockdale","Georgia",13247,"22,345","84,588",26.42,2017
"510","Schley","Georgia",13249,"118,978","107,422",110.76,2017
"511","Screven","Georgia",13251,"336,929","419,595",80.3,2017
"512","Seminole","Georgia",13253,"48,290","164,228",29.4,2017
"513","Spalding","Georgia",13255,"84,467","127,836",66.07,2017
"514","Stephens","Georgia",13257,"85,949","117,913",72.89,2017
"515","Stewart","Georgia",13259,"232,990","296,685",78.53,2017
"516","Sumter","Georgia",13261,"190,765","315,189",60.52,2017
"517","Talbot","Georgia",13263,"211,775","252,616",83.83,2017
"518","Taliaferro","Georgia",13265,"122,126","125,105",97.62,2017
"519","Tattnall","Georgia",13267,"189,499","312,417",60.66,2017
"520","Taylor","Georgia",13269,"241,060","242,977",99.21,2017
"521","Telfair","Georgia",13271,"243,380","284,265",85.62,2017
"522","Terrell","Georgia",13273,"156,273","216,087",72.32,2017
"523","Thomas","Georgia",13275,"204,980","353,367",58.01,2017
"524","Tift","Georgia",13277,"80,194","172,046",46.61,2017
"525","Toombs","Georgia",13279,"153,846","237,419",64.8,2017
"526","Towns","Georgia",13281,"86,329","110,161",78.37,2017
"527","Treutlen","Georgia",13283,"106,592","129,600",82.25,2017
"528","Troup","Georgia",13285,"205,432","285,495",71.96,2017
"529","Turner","Georgia",13287,"74,553","185,536",40.18,2017
"530","Twiggs","Georgia",13289,"209,501","231,960",90.32,2017
"531","Union","Georgia",13291,"149,222","210,616",70.85,2017
"532","Upson","Georgia",13293,"154,724","209,646",73.8,2017
"533","Walker","Georgia",13295,"167,153","286,143",58.42,2017
"534","Walton","Georgia",13297,"131,937","211,269",62.45,2017
"535","Ware","Georgia",13299,"489,381","580,438",84.31,2017
"536","Warren","Georgia",13301,"164,425","183,546",89.58,2017
"537","Washington","Georgia",13303,"318,031","438,098",72.59,2017
"538","Wayne","Georgia",13305,"349,706","415,161",84.23,2017
"539","Webster","Georgia",13307,"89,345","134,558",66.4,2017
"540","Wheeler","Georgia",13309,"156,292","192,153",81.34,2017
"541","White","Georgia",13311,"141,275","154,945",91.18,2017
"542","Whitfield","Georgia",13313,"87,475","186,261",46.96,2017
"543","Wilcox","Georgia",13315,"183,487","244,613",75.01,2017
"544","Wilkes","Georgia",13317,"237,464","303,343",78.28,2017
"545","Wilkinson","Georgia",13319,"272,035","289,253",94.05,2017
"546","Worth","Georgia",13321,"172,383","367,752",46.87,2017
"547","Hawaii","Hawaii",15001,"921,964","2,577,915",35.76,2016
"548","Honolulu","Hawaii",15003,"206,680","386,132",53.53,2016
"549","Kalawao","Hawaii",15005,"0","7,698",0,2016
"550","Kauai","Hawaii",15007,"109,373","401,019",27.27,2016
"551","Maui","Hawaii",15009,"233,163","742,201",31.42,2016
"552","Ada","Idaho",16001,"5,800","678,567",0.85,2018
"553","Adams","Idaho",16003,"508,505","876,717",58,2018
"554","Bannock","Idaho",16005,"152,406","734,378",20.75,2018
"555","Bear Lake","Idaho",16007,"169,755","671,612",25.28,2018
"556","Benewah","Idaho",16009,"400,651","501,669",79.86,2018
"557","Bingham","Idaho",16011,"70,292","1,356,924",5.18,2018
"558","Blaine","Idaho",16013,"340,756","1,702,774",20.01,2018
"559","Boise","Idaho",16015,"876,095","1,220,315",71.79,2018
"560","Bonner","Idaho",16017,"963,186","1,228,556",78.4,2018
"561","Bonneville","Idaho",16019,"389,186","1,216,354",32,2018
"562","Boundary","Idaho",16021,"725,961","817,843",88.77,2018
"563","Butte","Idaho",16023,"160,304","1,429,447",11.21,2018
"564","Camas","Idaho",16025,"221,946","690,611",32.14,2018
"565","Canyon","Idaho",16027,"0","386,238",0,2018
"566","Caribou","Idaho",16029,"414,168","1,151,070",35.98,2018
"567","Cassia","Idaho",16031,"223,045","1,651,291",13.51,2018
"568","Clark","Idaho",16033,"222,360","1,129,648",19.68,2018
"569","Clearwater","Idaho",16035,"1,416,432","1,592,376",88.95,2018
"570","Custer","Idaho",16037,"1,444,047","3,159,940",45.7,2018
"571","Elmore","Idaho",16039,"529,450","1,984,472",26.68,2018
"572","Franklin","Idaho",16041,"118,711","427,710",27.76,2018
"573","Fremont","Idaho",16043,"529,210","1,213,224",43.62,2018
"574","Gem","Idaho",16045,"40,797","362,051",11.27,2018
"575","Gooding","Idaho",16047,"0","469,777",0,2018
"576","Idaho","Idaho",16049,"4,379,829","5,441,907",80.48,2018
"577","Jefferson","Idaho",16051,"6,262","707,659",0.88,2018
"578","Jerome","Idaho",16053,"0","385,335",0,2018
"579","Kootenai","Idaho",16055,"581,618","842,002",69.08,2018
"580","Latah","Idaho",16057,"380,796","689,207",55.25,2018
"581","Lemhi","Idaho",16059,"1,735,542","2,924,125",59.35,2018
"582","Lewis","Idaho",16061,"84,979","307,118",27.67,2018
"583","Lincoln","Idaho",16063,"0","771,739",0,2018
"584","Madison","Idaho",16065,"49,007","302,806",16.18,2018
"585","Minidoka","Idaho",16067,"0","488,387",0,2018
"586","Nez Perce","Idaho",16069,"109,694","548,068",20.01,2018
"587","Oneida","Idaho",16071,"89,316","769,084",11.61,2018
"588","Owyhee","Idaho",16073,"387,008","4,925,988",7.86,2018
"589","Payette","Idaho",16075,"0","262,451",0,2018
"590","Power","Idaho",16077,"90,154","923,319",9.76,2018
"591","Shoshone","Idaho",16079,"1,587,858","1,686,710",94.14,2018
"592","Teton","Idaho",16081,"116,521","288,347",40.41,2018
"593","Twin Falls","Idaho",16083,"15,200","1,233,977",1.23,2018
"594","Valley","Idaho",16085,"2,079,439","2,389,226",87.03,2018
"595","Washington","Idaho",16087,"93,066","943,016",9.87,2018
"596","Adams","Illinois",17001,"96,579","557,764",17.32,2018
"597","Alexander","Illinois",17003,"63,968","161,598",39.58,2018
"598","Bond","Illinois",17005,"49,219","244,907",20.1,2018
"599","Boone","Illinois",17007,"2,909","180,462",1.61,2018
"600","Brown","Illinois",17009,"57,333","196,625",29.16,2018
"601","Bureau","Illinois",17011,"34,919","558,917",6.25,2018
"602","Calhoun","Illinois",17013,"71,238","181,551",39.24,2018
"603","Carroll","Illinois",17015,"52,487","298,391",17.59,2018
"604","Cass","Illinois",17017,"36,291","245,599",14.78,2018
"605","Champaign","Illinois",17019,"7,204","638,943",1.13,2018
"606","Christian","Illinois",17021,"18,764","458,060",4.1,2018
"607","Clark","Illinois",17023,"73,112","323,177",22.62,2018
"608","Clay","Illinois",17025,"43,522","300,603",14.48,2018
"609","Clinton","Illinois",17027,"35,510","321,916",11.03,2018
"610","Coles","Illinois",17029,"30,982","326,428",9.49,2018
"611","Cook","Illinois",17031,"75,190","613,028",12.27,2018
"612","Crawford","Illinois",17033,"49,247","285,426",17.25,2018
"613","Cumberland","Illinois",17035,"9,334","222,056",4.2,2018
"614","DeKalb","Illinois",17037,"16,462","406,154",4.05,2018
"615","De Witt","Illinois",17039,"15,283","259,252",5.9,2018
"616","Douglas","Illinois",17041,"9,877","267,030",3.7,2018
"617","DuPage","Illinois",17043,"10,130","215,339",4.7,2018
"618","Edgar","Illinois",17045,"3,548","399,449",0.89,2018
"619","Edwards","Illinois",17047,"21,428","142,527",15.03,2018
"620","Effingham","Illinois",17049,"70,496","307,162",22.95,2018
"621","Fayette","Illinois",17051,"114,834","464,213",24.74,2018
"622","Ford","Illinois",17053,"0","311,250",0,2018
"623","Franklin","Illinois",17055,"62,179","276,142",22.52,2018
"624","Fulton","Illinois",17057,"177,354","564,862",31.4,2018
"625","Gallatin","Illinois",17059,"43,394","210,096",20.65,2018
"626","Greene","Illinois",17061,"40,415","349,625",11.56,2018
"627","Grundy","Illinois",17063,"8,539","275,480",3.1,2018
"628","Hamilton","Illinois",17065,"66,704","278,900",23.92,2018
"629","Hancock","Illinois",17067,"72,427","521,206",13.9,2018
"630","Hardin","Illinois",17069,"75,253","116,252",64.73,2018
"631","Henderson","Illinois",17071,"53,120","252,920",21,2018
"632","Henry","Illinois",17073,"35,272","528,396",6.68,2018
"633","Iroquois","Illinois",17075,"18,942","715,986",2.65,2018
"634","Jackson","Illinois",17077,"152,997","385,566",39.68,2018
"635","Jasper","Illinois",17079,"38,208","318,786",11.99,2018
"636","Jefferson","Illinois",17081,"93,048","373,618",24.9,2018
"637","Jersey","Illinois",17083,"68,465","241,246",28.38,2018
"638","Jo Daviess","Illinois",17085,"66,156","395,995",16.71,2018
"639","Johnson","Illinois",17087,"125,558","223,279",56.23,2018
"640","Kane","Illinois",17089,"25,206","335,486",7.51,2018
"641","Kankakee","Illinois",17091,"15,631","436,102",3.58,2018
"642","Kendall","Illinois",17093,"9,014","206,298",4.37,2018
"643","Knox","Illinois",17095,"63,767","460,693",13.84,2018
"644","Lake","Illinois",17097,"37,088","301,533",12.3,2018
"645","LaSalle","Illinois",17099,"46,814","734,754",6.37,2018
"646","Lawrence","Illinois",17101,"51,109","239,460",21.34,2018
"647","Lee","Illinois",17103,"17,028","466,629",3.65,2018
"648","Livingston","Illinois",17105,"12,870","669,388",1.92,2018
"649","Logan","Illinois",17107,"26,727","396,133",6.75,2018
"650","McDonough","Illinois",17109,"49,134","377,652",13.01,2018
"651","McHenry","Illinois",17111,"61,236","390,953",15.66,2018
"652","McLean","Illinois",17113,"17,587","759,197",2.32,2018
"653","Macon","Illinois",17115,"18,319","374,941",4.89,2018
"654","Macoupin","Illinois",17117,"97,596","555,297",17.58,2018
"655","Madison","Illinois",17119,"101,318","473,933",21.38,2018
"656","Marion","Illinois",17121,"90,645","368,577",24.59,2018
"657","Marshall","Illinois",17123,"21,346","255,047",8.37,2018
"658","Mason","Illinois",17125,"27,814","360,559",7.71,2018
"659","Massac","Illinois",17127,"41,059","154,965",26.5,2018
"660","Menard","Illinois",17129,"17,075","201,899",8.46,2018
"661","Mercer","Illinois",17131,"31,657","364,002",8.7,2018
"662","Monroe","Illinois",17133,"41,828","254,602",16.43,2018
"663","Montgomery","Illinois",17135,"59,526","454,172",13.11,2018
"664","Morgan","Illinois",17137,"47,985","366,285",13.1,2018
"665","Moultrie","Illinois",17139,"5,177","220,502",2.35,2018
"666","Ogle","Illinois",17141,"46,055","488,401",9.43,2018
"667","Peoria","Illinois",17143,"66,830","403,554",16.56,2018
"668","Perry","Illinois",17145,"47,062","285,959",16.46,2018
"669","Piatt","Illinois",17147,"7,204","281,190",2.56,2018
"670","Pike","Illinois",17149,"124,569","543,289",22.93,2018
"671","Pope","Illinois",17151,"159,663","239,766",66.59,2018
"672","Pulaski","Illinois",17153,"39,967","130,128",30.71,2018
"673","Putnam","Illinois",17155,"25,159","110,226",22.82,2018
"674","Randolph","Illinois",17157,"109,008","382,746",28.48,2018
"675","Richland","Illinois",17159,"41,361","231,613",17.86,2018
"676","Rock Island","Illinois",17161,"46,154","288,986",15.97,2018
"677","St. Clair","Illinois",17163,"66,052","431,457",15.31,2018
"678","Saline","Illinois",17165,"69,664","247,612",28.13,2018
"679","Sangamon","Illinois",17167,"48,641","561,302",8.67,2018
"680","Schuyler","Illinois",17169,"119,399","282,450",42.27,2018
"681","Scott","Illinois",17171,"1,478","161,788",0.91,2018
"682","Shelby","Illinois",17173,"56,244","491,594",11.44,2018
"683","Stark","Illinois",17175,"6,737","184,536",3.65,2018
"684","Stephenson","Illinois",17177,"26,661","361,672",7.37,2018
"685","Tazewell","Illinois",17179,"18,797","421,088",4.46,2018
"686","Union","Illinois",17181,"129,040","270,166",47.76,2018
"687","Vermilion","Illinois",17183,"63,896","576,937",11.08,2018
"688","Wabash","Illinois",17185,"333","145,615",0.23,2018
"689","Warren","Illinois",17187,"26,741","347,624",7.69,2018
"690","Washington","Illinois",17189,"46,378","361,107",12.84,2018
"691","Wayne","Illinois",17191,"88,572","457,919",19.34,2018
"692","White","Illinois",17193,"55,657","321,247",17.33,2018
"693","Whiteside","Illinois",17195,"21,645","445,843",4.85,2018
"694","Will","Illinois",17197,"32,789","543,498",6.03,2018
"695","Williamson","Illinois",17199,"53,928","284,395",18.96,2018
"696","Winnebago","Illinois",17201,"23,861","332,303",7.18,2018
"697","Woodford","Illinois",17203,"51,200","347,301",14.74,2018
"698","Adams","Indiana",18001,"7,681","217,560",3.53,2018
"699","Allen","Indiana",18003,"73,245","422,420",17.34,2018
"700","Bartholomew","Indiana",18005,"47,483","262,087",18.12,2018
"701","Benton","Indiana",18007,"0","260,069",0,2018
"702","Blackford","Indiana",18009,"11,884","105,950",11.22,2018
"703","Boone","Indiana",18011,"7,690","270,872",2.84,2018
"704","Brown","Indiana",18013,"163,115","202,636",80.5,2018
"705","Carroll","Indiana",18015,"15,948","240,002",6.64,2018
"706","Cass","Indiana",18017,"21,857","265,470",8.23,2018
"707","Clark","Indiana",18019,"73,092","240,574",30.38,2018
"708","Clay","Indiana",18021,"69,850","230,652",30.28,2018
"709","Clinton","Indiana",18023,"110","259,358",0.04,2018
"710","Crawford","Indiana",18025,"133,579","197,717",67.56,2018
"711","Daviess","Indiana",18027,"34,099","279,631",12.19,2018
"712","Dearborn","Indiana",18029,"102,556","196,585",52.17,2018
"713","Decatur","Indiana",18031,"32,258","238,960",13.5,2018
"714","DeKalb","Indiana",18033,"23,518","232,887",10.1,2018
"715","Delaware","Indiana",18035,"14,466","253,387",5.71,2018
"716","Dubois","Indiana",18037,"82,731","278,553",29.7,2018
"717","Elkhart","Indiana",18039,"54,059","299,485",18.05,2018
"718","Fayette","Indiana",18041,"38,998","137,720",28.32,2018
"719","Floyd","Indiana",18043,"43,939","95,184",46.16,2018
"720","Fountain","Indiana",18045,"42,015","254,622",16.5,2018
"721","Franklin","Indiana",18047,"115,384","250,356",46.09,2018
"722","Fulton","Indiana",18049,"10,161","237,623",4.28,2018
"723","Gibson","Indiana",18051,"42,764","319,427",13.39,2018
